date_posted,age,county,religion,tweet_text
17/05/2020,22,Kilkenny,Protestant,"alanfarrell friendly reminder fada matter dáilsinn féin 

"
24/11/2015,28,Waterford,Protestant,"nicaragua   el gobierno de nicaragua sostuvo encuentro virtual con el partido irlandés sinn fein con el objetivo de fortalecer lazos de amistad 

 más aquí 👇 
"
06/08/2022,60,Clare,Protestant,wow reallyare forget organisation sinnfein belong forget carry atrocity
04/02/2021,61,Monaghan,Catholic,good time sinn féin provisional ira oneeye gollum
11/12/2021,64,Sligo,Atheist,alanfarrell ye good make comment sinn féin
11/07/2016,36,Roscommon,Protestant,eventually sinn fein address toxicity supporter
01/04/2016,19,Dublin,Protestant,effanne eobroin party sinn fein like dog bone
14/06/2022,48,Longford,Catholic,"pogoskyblue actually dislike sinn féin think politic incompatible republicanism socialism fianna fáil   little time 

   follower account ve tonight"
29/03/2014,65,Monaghan,Catholic,piratesofisb actingthegom rte rte objective stop sinn fein
02/03/2022,55,Sligo,Protestant,"reveal unionist politician consider function fine gael amp fianna fáil 

 arlene foster concerned sinn fein push ahead goal ui suppose advocacy ui fg amp ff obviously view bulwark ui"
16/06/2015,50,Roscommon,Other,smithtom makenibetter sinn fein start condemn republican terrorism reciprocation quarter   stand party hold power claim murder people constituency preside justify
20/03/2018,19,Roscommon,Protestant,think bloody friday lose day love ask sinn fein murder innocent civilian subsequent justification murder advance united ireland
26/06/2018,51,Dublin,Protestant,pearsedoherty people chance vote way sinn fein keep realise parish pump politic work stay situation   not care nice local ind candidate vote waste sinn fein way
23/08/2019,28,Leitrim,Protestant,conor michaeloregan far worse blind repercussion action hire consultant pretty outside dublin petty doctor need love sinn fein motion confidence
28/05/2015,62,Waterford,Catholic,"ni step forward 

 dup sinn fein step"
09/10/2019,47,Tipperary,Catholic,"lorenzo antowickham newsletter duper dupe time   britgov blame protocol not chance screw 
 vote sinn fein new tolerant free ireland  "
06/02/2017,62,Armagh,Catholic,chance duponline explain accept deal create prospect sinn fein justice minister recent report clear party direct ira army council
01/07/2020,59,Tipperary,Protestant,eggfriedreus rfwalsh m sinn fein member year m leave medium training orchestrated social medium trolling swear like thing evertruthful ffgmsm
18/06/2017,28,Fermanagh,Catholic,"irishnews sinn fein   ira 

 not need explain"
09/09/2018,61,Fermanagh,Protestant,caralnichuilin gerrykellymla sinn féin want vote unfortunately whip party member support abortion party member prolife welcome mean voter welcome
26/07/2014,52,Wexford,Catholic,philipryan sinn fein offer apology hypothetical situation happen absolute cheek
04/09/2020,60,Donegal,Catholic,joeedwyer god hope sinn fein win
12/01/2021,59,Kildare,Protestant,hughescraig fiannafailparty colleague airwave accuse sinn fein object knowledge medium will not point hypocrisy
08/05/2018,30,Tyrone,Protestant,"mandersonsf question mandersonsf sinn fein trust people know story ira murder ira man call informer cover fact yous murder comrade 
 comrade not trust yous people claim represent"
20/07/2021,51,Antrim,Catholic,"politicorak stevedonnelly patriciaolynn sorry sdlp qualify definition 
 sinn fein amp 
 nationalism definition exclusive 
 take blue pill"
13/11/2021,29,Kerry,Protestant,establishment petrify sinn féin government continue ensure sinn féin   government
10/02/2019,56,Sligo,Catholic,vote face sinn fein justice minister great position main party threaten doubt wonder vote
01/08/2016,48,Tyrone,Catholic,let face expect assure erudite performance people maybe suit claire byrne ask gov pay watt amp reid gut € mil year instead disgraceful attack sinn fein
02/04/2019,22,Mayo,Catholic,froomkin terrorist party allow compete democratic election not openly terrorist seditionist disqualify not remember sinn fein allow play election bomb bang
13/05/2021,49,Kildare,Protestant,exactly position face prospect sinn fein justice minister surely dodgy deal main party ensure maintain monopoly power
09/09/2014,58,Laois,Protestant,"theplumlineg dunno republican insurrection party 

 absolutely bonker party openly commit political violence ie terrorism sedition allow compete election gop close terrorism sinn fein"
12/02/2020,32,Clare,Catholic,"sinn féin nationalist 
 ism ism socialism feminism environmentalism internationalism 

"
09/02/2017,57,Kerry,Catholic,"ervinelinda learn irish not republican struggle decolonise northern ireland 

 phew s relief mr mac ionnrachtaigh sinn fein activist disappoint certain own ©"
26/10/2014,36,Offaly,Catholic,sinn fein boast brilliant stuff dup ruin like useless guy work amazing sale system go
20/10/2014,47,Cork,Other,simple question deirdre interest transparency justice sinn fein constantly demand information murder commit pira psni use convict murderer closure family pira victim include robert mccartney
01/05/2019,41,Fermanagh,Catholic,"noellenarwhal hockeyjeff peak sinnfein 
 disturb 
 prince phillip die sinn fein leader apologize death mountbatten prince uncle murder ira 
 sf political arm terrorist ira"
03/08/2019,51,Mayo,Protestant,"hockeyjeff occtranspo noellenarwhal sinnfeinnewf run chat 

 unfamiliar sinn fein irish republican party strong tie terror group ira 

 suggest involve show rebel mentality"
15/09/2019,37,Clare,Catholic,"aitor salvatorefray warriorx el pg se integro en el frente popular 
 grave error 
 por otra parte se esta celebrando el centenario de eire 🇮 🇪 🍀 libre 
 deberia haberse coaligado el sinn féin con los laboristas britanicos 
 el nacionalismo emancipador con el opresor"
24/12/2018,38,Offaly,Atheist,richardtgarland know think acceptable sinn fein minister security assessment clear direct ira army council illegal organisation murder hundred innocent people injure thousand
06/04/2021,61,Westmeath,Protestant,know think acceptable sinn fein justice minister security assessment clear direct ira army council illegal organisation murder hundred innocent people injure thousand
14/03/2015,38,Down,Catholic,gercosgrove sinnfein appear hidden relie thread cossie
18/06/2014,47,Tipperary,Catholic,"ballymairtin lifeandtimesm mentor mr adam enforcer mr storey add number murder list sinn fein private army 
 mrs mcconville widow mother   child"
25/06/2015,55,Derry,Protestant,simple question gerry interest transparency justice sinn fein constantly demand information murder commit pira psni use convict murderer closure family pira victim equality justice
05/08/2021,51,Roscommon,Protestant,bjhbfs sinn fein sdlp need articulate vision need critique lesson learn gfa actually happend closed door constitutional change try lead will not monopolise
18/03/2021,58,Limerick,Protestant,rteprimetime great   big party represent program odonoghue fg doherty sinn féin ocallaghan ff brother jim ff td proud
20/10/2021,55,Fermanagh,Catholic,cantsay brendan call adam west belfast tout sinn fein adam tell wrong request adam attend funeral like man include   brother john billy oliver
01/05/2017,49,Dublin,Atheist,paulgoo agree paul politician snot trough inc sinn fein
28/01/2023,50,Derry,Catholic,hour tv amp radio week sinn féin tonightvmtv
04/03/2019,53,Longford,Catholic,simple question declan interest transparency justice sinn fein constantly demand information murder commit pira psni use convict murderer closure family pira victim equality
07/09/2014,57,Tyrone,Protestant,eobroin motley crew arrive getting organise show not fiddler people live comfortably long cheap shot sinn féin
06/03/2014,20,Wicklow,Other,sarahc claire brock suitable unable control panellist reason mary fitzgerald government tds interrupt sinn fein show like want voter hear sinn fein police terrified
08/11/2016,62,Sligo,Protestant,icebergsmelte johnnorth great thing lot right wing party like sinn fein hate wealth taxis leave wing party like fg promote socialist policy like property tax water charge support vs trump party like sf want transfer wealth rich 🤷 🏻‍ ♂ ️
25/12/2021,19,Down,Atheist,"dalepankhurst   sinn fein ira fellow traveller focus provocative agitation radicalise population ve respect whatsoever gfa 
 security vacuum include sfira joseph goebbels style propaganda need counter like isis propaganda 
"
06/06/2020,52,Laois,Protestant,government sinn feinto hold fraudster accountit people pay massive salariesand happen trixter rob taxpayer ireland
28/07/2021,56,Cork,Catholic,beltel sinn fein justice ministry follow lead lawless society
02/10/2018,31,Kerry,Catholic,tough sinn fein take justice minister post follow election difficult unionist claim arlene foster
22/07/2014,45,Tipperary,Catholic,"friendly reminder dail motion legislative policy effect 

 sinn fein write motion government possibly support later tweet 

 take place simultaneously vote   unit dublin  "
01/06/2015,64,Roscommon,Catholic,andrewm bird awash sinn fein supporter shit nowomanleftbehind sinn fein supporter
28/10/2014,39,Fermanagh,Catholic,alanshatter change come alan not handle itthe popular party island sinn fein grow support everydaythe youth want future well soceity fail deliver
01/09/2014,23,Offaly,Atheist,"tonightvmtv   sinn fein wealth tax policy exclude property land crazy 

"
29/08/2015,64,Armagh,Catholic,breegequinn jordanqg conormurphysf stand breege quinn mourn murder sinn féin ira terror   include dubliner éamonn maguire kidnap torture leave naked dublin derry londonderry road south armagh
30/04/2014,65,Mayo,Catholic,djronandevitt think vote absolutely shameful tiny bit believe sinn fein government   need clause elect promise manifesto u automatically lose seat
30/07/2016,50,Armagh,Catholic,caulmick maryloumcdonald say mary lou sinn fein hang head shame michael martin irish people start stand government finnafall finngall green power ireland finnafall finngall go power
11/07/2018,38,Clare,Atheist,btriagain aoifegracemoore apsolute piss defend want myth sinn féin one not accept pay rise party not post social medium deserve salary
23/04/2021,64,Clare,Protestant,"damianobroin nwci eulogise terrorism amp retraumatization victim sfira 

 sinn fein plunge fresh controversy yesterday chairman mitchel mclaughlin say murder west belfast mother jean mcconville   year ago criminal act 
"
19/08/2019,28,Down,Atheist,skearon sinn fein bring vulture fund sinn fein tds vs fg ff landlord
08/01/2020,29,Offaly,Protestant,mary fitzpatrick literally say sinn fein sinn fein sinn fein 🙄 🙄 🤦 ffg government   year not shit order mary think sinn fein fault 🤦 🤦 tonightvmtv
22/06/2015,63,Louth,Protestant,dubliner gercosgrove sinnfein oh clarify fkn joke chara
22/04/2018,52,Kilkenny,Protestant,briandbourke eobroin sinn fein object standard answer approve bit smokescreen
29/05/2021,65,Wicklow,Catholic,decbyrneradio alright decyou vote early opinion ask like lot ppl ask question certain narrative etc online tv sinn fein throw themnever vote case wonder
25/05/2022,32,Armagh,Atheist,isaacwilliamvo camaradecharle surtout que récemment en irlande les chad de sinn fein ont réalisé une percée incroyable aux dernière législative et pourraient devenir la future formation gouvernementale en république dirlande autant dire que la question de la réunification sera plus que jamais imminente
28/04/2015,44,Donegal,Other,dubliner gercosgrove sinnfein ha ha booo hoo aw upset yeah technology 😉
07/10/2017,40,Cork,Other,eobroin rte sinn féin fault
16/04/2019,24,Kilkenny,Other,"gercosgrove sinnfein course joke sf justification ira campaign try turn 

 not accept truth pull electronic balaclava usual strategy"
07/04/2019,64,Waterford,Catholic,gercosgrove sinnfein
16/07/2016,64,Donegal,Catholic,"sinn féin td lead objection apartment complex   business post  

 tonightvmtv"
21/02/2015,46,Armagh,Protestant,declan mmcilveendup sinnfeinireland stand block clarebaileygpni bill say farmer say hedge country sinn fein need stop farm wipe huge applause
23/07/2015,61,Waterford,Other,listen reservation sinn feinthere way agree s happen coalitionhow right major housing crisis rent continue risewhile standard income not budgesomethe get to
21/01/2015,26,Cavan,Catholic,"sinn féin eoin ó broin comfortable commemorate ira man firebomb burn woman alive child push safety    

 tonightvmtv"
16/09/2019,51,Monaghan,Catholic,pearsedoherty pearsedoherty time change sinn féin time come
11/02/2014,25,Donegal,Protestant,orchidsbudget ruthcoppingersp rteliveline nwci correct wrong recent time sinn fein appear rectify appalling situation exist long woman right north ireland partisan fighting help true focus woman right
28/06/2015,55,Leitrim,Protestant,"go ground include die famine murder sinnfein terrorist wing gross insult memory 
 sinnfein talk side mouth peace truth will not body bury"
12/05/2013,52,Derry,Protestant,seanmcnamara realbjak kieronellis sinnfeinireland sinn feinpira   ha ha be not see
13/06/2019,22,Wexford,Atheist,daltondolly eobroin sinn féin fault dolly 🙄 🙄
24/12/2019,53,Dublin,Protestant,"blueshirt voice 

 imagine voucher give sinn fein power"
24/02/2021,25,Kerry,Catholic,jh tell ya sinn fein problem
23/02/2022,35,Antrim,Catholic,speirsiuloir wildandfree iwerzon mickymobile sinn féin get ready phase recognise government believe ira army council true government ireland want socialist republic irish hoodwink
23/01/2015,33,Donegal,Protestant,sinnfeinireland fault housing crisis hospital waiting list lack public transport project overspend fuel poverty corruption need new voice ffg surely one sort legacy   year sinn fein rule right
07/08/2016,62,Waterford,Protestant,winchester deirdrehargey sinnfeinireland southbelfastsf johnpgormley cllrgmcateer ryancarlin macshinnickey sbelfastnews niallsf modshortstrand vote sinn fein vote large party north south 💚
15/06/2022,39,Wexford,Protestant,"proud select sinn féin candidate east belfast upcoming assembly election 
 committed bring real change continue work deliver community"
25/12/2018,48,Antrim,Atheist,updick wildandfree iwerzon mickymobile thought irish people credibility especially use surge sinn féin support barometer
02/01/2017,27,Meath,Protestant,repnews beltel look like dup go vote sinn féin justice minister guess
08/10/2019,28,Galway,Other,philipryan jesus philip ryan love sinn fein
05/02/2019,53,Donegal,Protestant,"clairebyrnelive society well sinn fein definitely need long hard look 

 like jake believe false promise tell look record government ni deliver"
27/11/2014,60,Wexford,Catholic,strongj sinn fein live rent free hollow head 😂
25/08/2018,39,Clare,Catholic,clairebyrnelive prevent catch sinn fein
19/07/2017,62,Clare,Protestant,darragh ashleighfen sinn fein green 🤮 🤮 😳 😳
10/05/2014,19,Monaghan,Protestant,wildandfree speirsiuloir iwerzon mickymobile read lose life family flee cork   clothe wear not doubt experience way think irish people change support sinn féin convince othrrwuse
25/07/2015,19,Wexford,Catholic,"alyssanibhroin debate etiquette 

 bad taste mention woman murder pira 

 mention avoid offend sinn féin member hurt feeling cause leadership embarrassment"
03/08/2015,23,Laois,Protestant,fiannafailparty michealmartintd look matter ye   sinn fein come try credit try undermine
06/02/2016,43,Longford,Catholic,pmernagh pull sinn féin week present lie conspiracy theory fact
05/01/2021,63,Carlow,Protestant,beltel sinn fein definitely justice ministry problem basically ceremonial position
20/10/2013,27,Kerry,Catholic,"difficulty sinn féin hold minister post justice minister 

 day taig need apply truly"
20/03/2018,61,Longford,Catholic,"stephennolan jamiebrysoncpni jimwellsmla bbcsound sinn fein activist irish republican struggle decolonise ni 

 il user cricket 

 jimwellsmla sf activist irish republican struggle decolonise ni 

 il user omg jim wells dinosaur 🤦"
02/10/2015,48,Tyrone,Catholic,michealmor philipryan try portray condescend attitude   desperate situation vote sinn féin
19/07/2022,26,Wexford,Catholic,clairebyrnelive wonder ask sinn fein night 😉
10/08/2016,29,Cork,Other,rfcmukkihukz sinn fein ira informer opsjust opinion
26/03/2014,25,Cork,Catholic,"sinn fein like rest gangster mail 

"
21/01/2019,24,Roscommon,Protestant,eobroin jimsheridan property market need landlord sinn fein ideology build social housing give away free god clue money come stop complain tell plan
23/05/2021,50,Waterford,Catholic,"ádh mór candidate west tyrone 🗳 

 strong sinn féin team work well service education health job housing  

 vótáil sinn féin ❗ ️"
02/07/2021,61,Clare,Atheist,joeedwyer thatyellowfever armed brit long patrol county thank   sinn féin peaceprocess
02/10/2013,23,Wicklow,Protestant,lifeandtimesm sinn fein leadership criminal investigation murder mother   jean mcconville december
23/04/2019,31,Longford,Protestant,"sinn fein take justice minister post follow election difficult unionist claim arlene foster 

 "
16/11/2016,49,Dublin,Protestant,"rfcmukkihukz youngster brainwash sinn fein throw life away 
 sf leader respect human life sa foil attack 🇬 🇧 🇬 🇧 🇬 🇧"
07/10/2019,19,Kilkenny,Catholic,irishlassie effanne morningireland original tweet clear problem sinn fein question bizarre thing brid smyth sinn fein sinn fein spokesperson tirade jaysus spell clear
20/07/2019,40,Kilkenny,Protestant,"day sinn féin government vs ffg government 

 time change time sinn féin"
18/09/2021,28,Kildare,Atheist,weelassdi money set aside irish league ground past   year withhold sinnfein minister blackmail attempt extract extra £ £ gaa casement park live actually want short irish league football consider british fund
16/12/2017,32,Antrim,Catholic,cjhumanright influential congressman denounce british government plan amnesty involve crime trouble hahaha typical yank know give pira amnesty time thousand civil case launch sinn fein million
06/10/2014,37,Kilkenny,Atheist,"gbnew rate decademost breeding age 
 create     newborn decade 
 sound impossible northern ireland republican v unionist population tipping pointa sinn fein know bewhat happen   year time"
20/03/2021,53,Cavan,Catholic,gawanorniron sinn fein offer suggest ceasefire peace truth commission similar south africa establish table th brit government not agree unionist
18/12/2019,57,Limerick,Other,oscarosullivan kilclooneyjohn commandermp sinn féin ira yes pira cease exist   permanent ceasefire   long time not know listen rtebia
07/01/2022,61,Tipperary,Catholic,"proud select sinn féin candidate south belfast upcoming assembly election 

 bring voice assembly deliver real change family worker community"
24/03/2013,51,Limerick,Protestant,ni bighilti republicanism issue sinn féin push electorate want unionism try politicise gaeilge moon ago belong group tinfoil hat
05/06/2017,18,Waterford,Other,weelassdi votail sinn fein
16/01/2015,35,Louth,Catholic,jasonomahony look bill seanad reform mcdowell higgin craughwell ask fianna fail fine gaellabour green sinn fein block
17/05/2018,29,Westmeath,Other,kilclooneyjohn commandermp sinn fein ira tear pira officially decommission
06/12/2021,30,Offaly,Protestant,look like hood ol’ look sinn fein north line will use leovaradkar sad
16/05/2022,57,Monaghan,Catholic,irishexaminer aoifegracemoore st o vote sinn fein get worry go like party   go line pocket gravy train
29/12/2015,41,Galway,Other,"🎶 get   problem shinner ai not 🎶 

 unfortunately strange people randomly bring sinn féin tweet 🤷 🏻‍ ♀ ️"
31/01/2020,44,Antrim,Catholic,edbrophy   fact past amp present government damn brilliant growth strategy way explain rise sinnfein irish democratic system lose martian mean darn voter happy growth strategy status quo
03/09/2015,22,Cork,Catholic,dupleader worry sectarian melter say anti sinn fein follow thing say antiunionist block
22/07/2021,59,Galway,Protestant,davesayslordan idea bring sinn féin talk sinn féin like tell m shinner weird away bye
24/04/2019,62,Donegal,Protestant,jrd stop mid sentence purely drop truth bomb sinn féin senator bond villain accent
07/01/2020,49,Tyrone,Catholic,"matttreacy teach corbyn gavan support destruction israel rest sinn fein document israeli embassy ireland shocking read 

"
05/11/2019,62,Tipperary,Catholic,probably know sinn féin rise middle class voter fianna fáil rise   sf pull support know labour popular small party work class voter s interesting stuff data
03/03/2020,65,Kildare,Catholic,"jrd maryogrady lie accept practise seanad dáil national medium 
 sinn féin expert"
18/04/2015,35,Galway,Catholic,davesayslordan not know m shinner not recall sinn féin member plead guilty split womans head open put hospital
06/07/2017,19,Roscommon,Other,meh not resort stupid nonsense actual argument griptmedia fact instead standard selfpitye punishment bleat sinn fein dole medium outlet cross
09/05/2022,24,Mayo,Catholic,"adriang read write 

 large housing programme northern ireland fund westminster 

 want sinn fein use westminster fund dublin"
03/01/2016,55,Westmeath,Catholic,celtsno jamiebrysoncpni simply s attention fameseeke whure want centre give whure nolan shite talk beat sinn fein
23/03/2022,52,Tipperary,Atheist,pmacoscair problem sinn fein tell past look future commemorate pay tribute man burn young woman alive
13/11/2017,59,Offaly,Protestant,"sinn fein claim debunk new video 🎥 

 sf paul gavan claim woman pregnant people intimidate try abort baby limerick 

 🎥 watch video 
"
27/01/2015,42,Armagh,Catholic,"📺 sinn féin spokesperson housing eobroin live tonightvmtv evening pm virginmediatv 

 watch   tonightvmtv"
28/12/2017,20,Dublin,Protestant,marlowsean sinn fein want turn election rally like mica marche pbpsolidarity sideline day
15/03/2016,56,Limerick,Catholic,paulhan marlowsean   electorate fan sinn fein
21/12/2016,52,Cork,Catholic,eoinca sinn fein
07/10/2014,60,Louth,Catholic,"nicaragua 

 nicaragua en reunión con el presidente nacional del partido irlandés sinn féin 

"
12/10/2019,35,Kerry,Catholic,jamiebrysoncpni riddle oh jump indecently quick bed sinn fein collude try bring dup
26/08/2020,63,Donegal,Protestant,sinn fein offer conduct inquiry enniskillen poppy day massacre claudy bomb la mon atrocity birmingham guildford pub bombing thousand bombing shooting incident carry ira
14/05/2017,34,Mayo,Catholic,gwenridgway didntu know aoife moore irish 🙄 🙄 sinn fein hq dublin border mean feck
21/06/2015,24,Limerick,Protestant,eamonmelia liveline sinn fein want turn election rally like mica marche pbpsolidarity sideline day
24/04/2013,19,Mayo,Atheist,adriang suggestion sinn fein westminster money run dublin
13/10/2014,23,Wicklow,Catholic,troscaddbarna independentie know sinn fein victim
30/05/2019,50,Carlow,Protestant,andrewm sinn fein want turn election rally like mica marche pbpsolidarity sideline day
21/12/2015,31,Louth,Protestant,spenderwilfrid justice universal fear give justice member sinn fein give
03/02/2018,43,Tyrone,Atheist,poochie bbcnolan vinnybelfast garethmc malodoherty bbcradioulster stephennolan bighilti impongo gmulster antrimloyalist ruthde niythursday westbelfastuprg beltel newsletter sluggerotoole cheers pal look like stephennolan prepared turn blind eye sinnfein involvement rhi rhi collapse stormont
12/12/2019,35,Meath,Atheist,"£ m dupsecure funding revolutionise broadband rural community 

 john odowd say not think executive invest sinn fein believe rural community worth invest 

 sinn fein dither dup deliver"
18/05/2014,42,Clare,Protestant,"interesting division lefteu vote eus € bn support ukraine 

 ✅ nordic left 🇸 🇪 🇫 🇮 🇩 🇰   🇮 🇪 sinn fein 

 ️⃣ radical leave 🇬 🇷 🇫 🇷 🇩 🇪 🇪 🇸 🇵 🇹   basque eh bildu   🇳 🇱 s animalist   🇮 🇪 flanagan 

 👎 communist 🇧 🇪 🇨 🇾 🇨 🇿 🇵 🇹 🇪 🇸   🇪 🇸 s anticapitalista 🇮 🇪 s ic"
20/07/2014,41,Clare,Catholic,finianmcgrath lefty sinn fein ghouls reply desperately try import yank bullshit politic goody baddie
12/11/2019,48,Monaghan,Protestant,"trickstersworld wardvalley soundmigration local sinn féin td conclude waiting list north county destroy children present possibly destroy future 
 dec   endless wait care"
08/03/2020,39,Cavan,Protestant,newsletter ira proxies sinn fein target soccer northern ireland block funding stadium development
28/12/2017,65,Donegal,Catholic,"honour select contest upcoming election west belfast sinn féin 

 proud republican community activist priority voice community drive west belfast forward build new well ireland"
18/10/2020,41,Carlow,Catholic,alliance sinn féin 🚩 🚩 🚩
14/07/2013,42,Monaghan,Protestant,geekgirlpsych nwci lorrcliff reginado hmcentee give platform sinn fein appalling record violence intimidation woman   m cahill woman beat abuse ab resolve   pit kettle
06/10/2021,57,Fermanagh,Protestant,"jamiebrysoncpni not think strange s eccurage unionist split vote election time 
 week dup tuv pup argue s divide unionist consequence sinn fein gain election"
15/09/2021,26,Offaly,Protestant,daithimckay climateactionni lucidtalk ask question certain way answer look perfect example propaganda fine rspb sinn fein tactic
25/10/2022,44,Clare,Protestant,rte presenter interview sinn fein representative member voter think bit shit nosesnot good look rte thank late stunt sinn fein   opinion poll
23/02/2013,50,Wicklow,Catholic,clairebyrnelive blame sinn féin blame
24/06/2016,58,Monaghan,Catholic,seanogcarey mary lou middle class dub trouble reason join sinn fein spoof
14/03/2013,42,Kerry,Catholic,"extremely honoured select sinn féin candidate lagan valley upcoming assembly election 

 demand change grow committed work help drive forward change timeforchange vótáilsinnféin"
17/06/2015,39,Mayo,Catholic,"honour select sinn féin contest assembly election th 

 bring voice west belfast assembly make positive impact community amp support priority 

 work deliver matter support"
12/03/2017,65,Cavan,Protestant,"privilege work people mid ulster ask join assembly team   honour select stand sinn féin candidate th 

 look forward get door 😃 👟"
12/07/2017,61,Offaly,Protestant,despite restriction place institution north westminster sinn féin demonstrate delivery worker family achieve
25/10/2019,30,Donegal,Protestant,ronan mullen journalistic malpractice irish independent subsequent misinformation limerick antiabortion activist present fact seanad week sinn féin member
24/08/2022,24,Kilkenny,Protestant,sinn fein plan refuse roll northern ireland refuse freeze   cap increase rent
21/10/2013,60,Limerick,Protestant,"sinn féin eoin ó broin claim € ineligible expense dáil random audit find   irish examiner 

 yeah"
19/08/2019,56,Fermanagh,Catholic,simonc clairebyrnelive lol sinn fein socialist belfast derry sf crew landlord millionaire sure
23/04/2016,63,Wicklow,Catholic,sinn féin go street beechmount hand £ spar voucher vote establishment party afraid loose seat
20/06/2015,62,Donegal,Protestant,brianfi joebrolly sinn fein sinn fein sinn fein sinn fein sinn fein sinn fein sinn fein 🤦
09/05/2018,22,Westmeath,Catholic,duponline think sinn fein claim support social housing
28/12/2013,48,Tyrone,Atheist,colmanofguaire claire covid s o sinn fein rte disgrace
10/02/2021,57,Wicklow,Catholic,"hargey blast farcical claim sectarian approach stadia fun independent 

 sinn fein minister dismiss ampquotfarcicalampquot claim adopt sectaria 

 add highlight 

  uk news"
16/07/2021,54,Longford,Protestant,independentie sinn fein voter use picture
15/11/2020,23,Donegal,Protestant,irishexaminer aoifegracemoore pay sinn féin td return wage increase covid crisis
24/03/2015,49,Westmeath,Protestant,lukeme tell rte presenter obsessed sinn fein
22/07/2015,34,Down,Catholic,"caittrainor   sinn fein ira mandate wide scale support   onward thing difference 

 ps women right ni matter"
23/12/2021,43,Meath,Catholic,"jamiebrysoncpni mind time work ira traitor communit 
 unionist weary double agent mislead benefit fellow sinn fein colleague 

 like bryson like ira 

"
26/11/2018,41,Donegal,Protestant,"cosas raras de internet 

 últimamente el algoritmo de twitter está recomendando sin motivo cosas del partido irlandés sinn féin"
05/12/2013,41,Derry,Catholic,billytyndall eggfriedreus aoifegracemoore billy understand like eoin sinn fein shinner 😂 😂
20/10/2017,35,Kerry,Protestant,tweety wellesleydow conormurphysf sinn fein get language act dup border separate ni uk difference
16/09/2019,59,Laois,Catholic,clairebyrnelive sinn fein great look future whilst constantly look past justify murder action whilst condemn
05/05/2013,50,Cork,Other,"sinn féin minister deirdrehargey announce rent freeze housing executive home 

 mean increase rent   home north 

 money keep pocket ordinary people work family time rise living cost"
19/06/2015,36,Longford,Atheist,nicholamallon wee nic try shinner sinn fein sdlp change province lie northern ireland work sdlp concerned north island include donegal  
11/02/2018,25,Offaly,Catholic,"rfwalsh slam sure loyalist community live trouble quick dismiss experience 

 sinn fein view trouble current narrative"
22/03/2018,31,Offaly,Catholic,find anti sinn fein headbanger wild hello billy s deduce s criminal activity go gardainfo statement sossie amp bean
24/06/2019,30,Down,Catholic,steveaikenuup sinnfeinireland bbcgmu explain sinn fein steve
22/11/2022,59,Roscommon,Other,"bród orm bheith roghnaithe chun seasamh mar iarrthóir don tionól mí bealtaine 

 proud select sinn féin candidate south antrim come assembly election 

 ag seasamh ar bhur son   stand"
24/05/2019,42,Kerry,Catholic,"sinn féin eoin ó broin claim € ineligible expense dáil random audit find aoifegracemoore report 

"
02/06/2014,20,Kerry,Protestant,clairebyrnelive maybe debate   vote sinn féin wear mask
10/09/2018,34,Laois,Other,berzerk beltel sinn fein justify
16/03/2016,49,Wicklow,Catholic,definitely vote sinn fein x leo instead
29/01/2018,19,Louth,Catholic,"sinn féin plot unionist unable understand irish speaker say 
 let linguist enjoy immersion language learn 
 gerry adam not go magically appear time say dia duit"
01/08/2016,32,Limerick,Protestant,monmar marlowsean   sinn féin drop abstentionism joe duffy say   care think
16/05/2013,62,Kilkenny,Protestant,"audit find sinnfein   eoin ó broin claim ineligible expense dáil 
 fine gael senator gabrielle mcfadden fine gael senator john omahony come respectively"
14/04/2022,47,Mayo,Other,"eoin ó broin sinn féin catch € expense 
 € salary 
 charity begin home shinner"
27/11/2016,26,Wicklow,Catholic,"new sinn féin eoin ó broin claim € ineligible expense dáil random audit find 

"
01/10/2019,28,Clare,Protestant,newsletter think ersatz unionist bad enemy cause trouble require time sinn fein republican tendency case upgrade stadium use community stadium
18/08/2019,32,Laois,Atheist,samdob sinn fein vote bud 😉
09/07/2018,42,Laois,Atheist,say man member provisional ira kill   catholic murder sinn fein justify
05/11/2022,60,Meath,Other,gerryadamssf irishcentral say man member provisional ira kill   catholic murder sinn fein justify
05/03/2014,63,Kildare,Catholic,"madmarx pauldclynam people complain anti sinn fein bias rte state fund body intend impartial 

 infringement democracy occur nwci clear bias bother intervention aim address bias"
04/08/2015,19,Limerick,Catholic,anthonyremedy cry sinn fein dangerous save
31/12/2016,21,Armagh,Protestant,rayminehane sinn fein fianna fail year
22/05/2018,22,Galway,Protestant,piece history pick today book shop alexmaskeysf election poster s maskey sinn féin belfast councilor target loyalist death squad occasion
24/02/2018,50,Carlow,Atheist,interesting year time thing age sinn fein   fianna fáil government
25/02/2014,58,Laois,Catholic,"luroneuville paddycosgrave sinn féin commitment stop hap d surprised 

 x figure average thing get widely whack boom d routinely ratio gt x"
18/10/2018,65,Down,Other,davidcullinane sinn féin support hope dirty fuckin politician life damage cause scum
31/01/2015,59,Wexford,Other,"south belfast sinn féin host virtual meeting address climate crisis deirdre hargey mla philip mcguigan mla 🌍 

 tomorrow pm 

 like attend email sandebelfastsinnfeingmailcom"
03/09/2022,64,Monaghan,Atheist,sinnfein transfer preference
05/08/2016,57,Kilkenny,Atheist,vote sinn fein main reason preciouslifecom rtetwip
06/01/2018,48,Dublin,Protestant,sinnfein go coalition think nextirishge toghanneire
